year,colour,rgb,is_trans,total
2014,Metallic Gold,#DBAC34,FALSE,8
2014,Light Gray,#9BA19D,FALSE,4
2014,Pearl Light Gray,#9CA3A8,FALSE,4
2014,Unknown,#0033B2,FALSE,4
2014,Dark Gray,#6D6E5C,FALSE,2
2014,Light Yellow,#FBE696,FALSE,2
2015,Black,#05131D,FALSE,24795
2015,Light Bluish Gray,#A0A5A9,FALSE,22183
2015,Dark Bluish Gray,#6C6E68,FALSE,16341
2015,White,#FFFFFF,FALSE,12672
2015,Red,#C91A09,FALSE,6719
2015,Blue,#0055BF,FALSE,5656
2015,Tan,#E4CD9E,FALSE,4844
2015,Yellow,#F2CD37,FALSE,4629
2015,Reddish Brown,#582A12,FALSE,4437
2015,Dark Blue,#0A3463,FALSE,2084
2015,Trans-Light Blue,#AEEFEC,TRUE,2048
2015,Green,#237841,FALSE,2044
2015,Dark Tan,#958A73,FALSE,2001
2015,Pearl Gold,#AA7F2E,FALSE,1956
2015,Trans-Clear,#FCFCFC,TRUE,1922
2015,Dark Red,#720E0F,FALSE,1660
2015,Flat Silver,#898788,FALSE,1548
2015,Orange,#FE8A18,FALSE,1418
2015,Lime,#BBE90B,FALSE,1210
2015,Bright Light Orange,#F8BB3D,FALSE,1153
2015,Trans-Red,#C91A09,TRUE,1109
2015,Trans-Orange,#F08F1C,TRUE,1046
2015,Dark Purple,#3F3691,FALSE,1039
2015,Medium Azure,#36AEBF,FALSE,1001
2015,Dark Green,#184632,FALSE,895
2015,Magenta,#923978,FALSE,795
2015,Medium Blue,#5A93DB,FALSE,699
2015,Dark Brown,#352100,FALSE,684
2015,Trans-Yellow,#F5CD2F,TRUE,650
2015,Bright Green,#4B9F4A,FALSE,614
2015,Medium Dark Flesh,#CC702A,FALSE,592
2015,Medium Lavender,#AC78BA,FALSE,576
2015,Dark Orange,#A95500,FALSE,574
2015,Trans-Black,#635F52,TRUE,558
2015,Bright Pink,#E4ADC8,FALSE,556
2015,Dark Pink,#C870A0,FALSE,486
2015,Trans-Neon Green,#F8F184,TRUE,473
2015,Trans-Dark Blue,#0020A0,TRUE,464
2015,Pearl Dark Gray,#575857,FALSE,349
2015,Yellowish Green,#DFEEA5,FALSE,336
2015,Lavender,#E1D5ED,FALSE,310
2015,Light Flesh,#F6D7B3,FALSE,284
2015,Trans-Bright Green,#D9E4A7,TRUE,269
2015,Sand Green,#A0BCAC,FALSE,267
2015,Trans-Green,#84B68D,TRUE,237
2015,Trans-Dark Pink,#DF6695,TRUE,217
2015,Olive Green,#9B9A5A,FALSE,202
2015,Trans-Purple,#A5A5CB,TRUE,163
2015,Dark Azure,#078BC9,FALSE,143
2015,Trans-Neon Orange,#FF800D,TRUE,137
2015,Bright Light Yellow,#FFF03A,FALSE,131
2015,Bright Light Blue,#9FC3E9,FALSE,116
2015,Sand Blue,#6074A1,FALSE,105
2015,Light Aqua,#ADC3C0,FALSE,86
2015,Metallic Silver,#A5A9B4,FALSE,81
2015,Trans-Medium Blue,#CFE2F7,TRUE,77
2015,Glow in Dark White,#D9D9D9,FALSE,43
2015,[No Color],#05131D,FALSE,40
2015,Light Gray,#9BA19D,FALSE,35
2015,Metallic Gold,#DBAC34,FALSE,34
2015,Chrome Gold,#BBA53D,FALSE,14
2015,Glitter Trans-Purple,#A5A5CB,TRUE,12
2015,Chrome Silver,#E0E0E0,FALSE,8
2015,Flesh,#D09168,FALSE,6
2015,Glitter Trans-Light Blue,#68BCC5,TRUE,6
2015,Glitter Trans-Neon Green,#C0F500,TRUE,6
2015,Glitter Trans-Clear,#FFFFFF,TRUE,3
2015,Brown,#583927,FALSE,2
2015,Dark Flesh,#7C503A,FALSE,2
2015,Dark Gray,#6D6E5C,FALSE,1
2015,Dark Turquoise,#008F9B,FALSE,1
2016,Black,#05131D,FALSE,26959
2016,Light Bluish Gray,#A0A5A9,FALSE,24887
2016,Dark Bluish Gray,#6C6E68,FALSE,18581
2016,White,#FFFFFF,FALSE,14166
2016,Tan,#E4CD9E,FALSE,7892
2016,Red,#C91A09,FALSE,7102
2016,Blue,#0055BF,FALSE,6636
2016,Reddish Brown,#582A12,FALSE,6237
2016,Yellow,#F2CD37,FALSE,5844
2016,Dark Tan,#958A73,FALSE,2945
2016,Pearl Gold,#AA7F2E,FALSE,2337
2016,Green,#237841,FALSE,2252
2016,Trans-Clear,#FCFCFC,TRUE,1908
2016,Flat Silver,#898788,FALSE,1771
2016,Dark Red,#720E0F,FALSE,1621
2016,Orange,#FE8A18,FALSE,1534
2016,Lime,#BBE90B,FALSE,1526
2016,Dark Blue,#0A3463,FALSE,1284
2016,Trans-Light Blue,#AEEFEC,TRUE,1243
2016,Trans-Orange,#F08F1C,TRUE,1209
2016,Bright Light Orange,#F8BB3D,FALSE,1137
2016,Medium Dark Flesh,#CC702A,FALSE,1130
2016,Trans-Red,#C91A09,TRUE,1074
2016,Trans-Black,#635F52,TRUE,958
2016,Medium Azure,#36AEBF,FALSE,852
2016,Dark Brown,#352100,FALSE,751
2016,Magenta,#923978,FALSE,748
2016,Dark Purple,#3F3691,FALSE,747
2016,Trans-Neon Orange,#FF800D,TRUE,698
2016,Bright Green,#4B9F4A,FALSE,632
2016,Trans-Yellow,#F5CD2F,TRUE,631
2016,Dark Green,#184632,FALSE,579
2016,Dark Orange,#A95500,FALSE,544
2016,Dark Azure,#078BC9,FALSE,526
2016,Trans-Dark Blue,#0020A0,TRUE,512
2016,Medium Lavender,#AC78BA,FALSE,465
2016,Bright Pink,#E4ADC8,FALSE,438
2016,Dark Pink,#C870A0,FALSE,424
2016,Sand Green,#A0BCAC,FALSE,391
2016,Trans-Neon Green,#F8F184,TRUE,383
2016,Medium Blue,#5A93DB,FALSE,376
2016,Sand Blue,#6074A1,FALSE,344
2016,Light Flesh,#F6D7B3,FALSE,335
2016,Trans-Dark Pink,#DF6695,TRUE,314
2016,Trans-Green,#84B68D,TRUE,306
2016,Lavender,#E1D5ED,FALSE,305
2016,Trans-Bright Green,#D9E4A7,TRUE,271
2016,Pearl Dark Gray,#575857,FALSE,235
2016,Olive Green,#9B9A5A,FALSE,224
2016,Light Aqua,#ADC3C0,FALSE,165
2016,Trans-Purple,#A5A5CB,TRUE,143
2016,Bright Light Blue,#9FC3E9,FALSE,131
2016,Bright Light Yellow,#FFF03A,FALSE,89
2016,[No Color],#05131D,FALSE,86
2016,Yellowish Green,#DFEEA5,FALSE,71
2016,Metallic Silver,#A5A9B4,FALSE,67
2016,Trans-Medium Blue,#CFE2F7,TRUE,59
2016,Flesh,#D09168,FALSE,22
2016,Glitter Trans-Purple,#A5A5CB,TRUE,13
2016,Chrome Gold,#BBA53D,FALSE,10
2016,Metallic Gold,#DBAC34,FALSE,9
2016,Aqua,#B3D7D1,FALSE,6
2016,Glitter Trans-Light Blue,#68BCC5,TRUE,5
2016,Chrome Silver,#E0E0E0,FALSE,4
2016,Dark Gray,#6D6E5C,FALSE,4
2016,Glitter Trans-Clear,#FFFFFF,TRUE,2
2016,Glitter Trans-Neon Green,#C0F500,TRUE,2
2016,Glow in Dark White,#D9D9D9,FALSE,2
2016,Light Blue,#B4D2E3,FALSE,2
2016,Light Purple,#CD6298,FALSE,2
2016,Light Yellow,#FBE696,FALSE,1
2016,Pearl Light Gray,#9CA3A8,FALSE,1
2016,Purple,#81007B,FALSE,1
2017,Black,#05131D,FALSE,14533
2017,Light Bluish Gray,#A0A5A9,FALSE,12267
2017,White,#FFFFFF,FALSE,8830
2017,Dark Bluish Gray,#6C6E68,FALSE,8774
2017,Red,#C91A09,FALSE,3401
2017,Tan,#E4CD9E,FALSE,3306
2017,Blue,#0055BF,FALSE,3074
2017,Reddish Brown,#582A12,FALSE,3043
2017,Yellow,#F2CD37,FALSE,1956
2017,Green,#237841,FALSE,1260
2017,Dark Tan,#958A73,FALSE,983
2017,Dark Blue,#0A3463,FALSE,969
2017,Dark Red,#720E0F,FALSE,967
2017,Trans-Clear,#FCFCFC,TRUE,952
2017,Trans-Light Blue,#AEEFEC,TRUE,922
2017,Flat Silver,#898788,FALSE,891
2017,Pearl Gold,#AA7F2E,FALSE,890
2017,Orange,#FE8A18,FALSE,851
2017,Medium Dark Flesh,#CC702A,FALSE,831
2017,Lime,#BBE90B,FALSE,680
2017,Dark Purple,#3F3691,FALSE,670
2017,Medium Blue,#5A93DB,FALSE,618
2017,Trans-Red,#C91A09,TRUE,569
2017,Bright Light Orange,#F8BB3D,FALSE,551
2017,Medium Azure,#36AEBF,FALSE,512
2017,Dark Brown,#352100,FALSE,477
2017,Trans-Yellow,#F5CD2F,TRUE,462
2017,Dark Green,#184632,FALSE,406
2017,Trans-Orange,#F08F1C,TRUE,365
2017,Trans-Black,#635F52,TRUE,322
2017,Dark Azure,#078BC9,FALSE,296
2017,Magenta,#923978,FALSE,255
2017,Dark Pink,#C870A0,FALSE,253
2017,Dark Orange,#A95500,FALSE,244
2017,Bright Green,#4B9F4A,FALSE,235
2017,Sand Blue,#6074A1,FALSE,233
2017,Pearl Dark Gray,#575857,FALSE,227
2017,Trans-Neon Orange,#FF800D,TRUE,215
2017,Medium Lavender,#AC78BA,FALSE,209
2017,Sand Green,#A0BCAC,FALSE,201
2017,Light Flesh,#F6D7B3,FALSE,186
2017,Bright Pink,#E4ADC8,FALSE,177
2017,Trans-Dark Blue,#0020A0,TRUE,159
2017,Olive Green,#9B9A5A,FALSE,150
2017,Bright Light Blue,#9FC3E9,FALSE,145
2017,Trans-Dark Pink,#DF6695,TRUE,134
2017,Yellowish Green,#DFEEA5,FALSE,131
2017,Lavender,#E1D5ED,FALSE,125
2017,Trans-Purple,#A5A5CB,TRUE,122
2017,Trans-Green,#84B68D,TRUE,108
2017,Light Aqua,#ADC3C0,FALSE,106
2017,Trans-Bright Green,#D9E4A7,TRUE,99
2017,Trans-Neon Green,#F8F184,TRUE,65
2017,Bright Light Yellow,#FFF03A,FALSE,60
2017,Unknown,#0033B2,FALSE,41
2017,[No Color],#05131D,FALSE,30
2017,Metallic Silver,#A5A9B4,FALSE,29
2017,Metallic Gold,#DBAC34,FALSE,25
2017,Flesh,#D09168,FALSE,20
2017,Trans-Medium Blue,#CFE2F7,TRUE,19
2017,Brown,#583927,FALSE,17
2017,Glitter Trans-Light Blue,#68BCC5,TRUE,14
2017,Light Gray,#9BA19D,FALSE,7
2017,Glow in Dark White,#D9D9D9,FALSE,4
2017,Aqua,#B3D7D1,FALSE,1
2017,Copper,#AE7A59,FALSE,1
2017,Dark Turquoise,#008F9B,FALSE,1
2017,Trans-Light Purple,#96709F,TRUE,1
